id,title,igdb_id,cover_url,nominator
"7d8aab68-2e3a-447e-9e19-09ec73a9d9d2","Ghostwire: Tokyo","119308","https://images.igdb.com/igdb/image/upload/t_1080p/co55xn.jpg","Lucas"
"c263e492-c1d6-44b5-9539-1a0678f1a587","God of War","549","https://images.igdb.com/igdb/image/upload/t_cover_big/co3ddc.jpg","Lucas"
"62f05656-04cc-4e97-b7d5-59507efb14ed","Grim Dawn","1907","https://images.igdb.com/igdb/image/upload/t_1080p/co41h4.jpg","Matheus"
"1682566d-b758-463b-9d3d-9e0571d36118","Guacamelee!","4838","https://images.igdb.com/igdb/image/upload/t_1080p/co2g6i.jpg","Matheus"
"de3b0a59-2995-4b9f-b389-0eed9c02efc3","Guitar Hero III: Legends of Rock","2671","https://images.igdb.com/igdb/image/upload/t_cover_big/co1wqm.jpg","Lucas"
"102fc52e-6e33-4b23-9463-d6f8ebc7da41","Hades","113112","https://images.igdb.com/igdb/image/upload/t_1080p/cob9kr.jpg","Matheus"
"cb915c6a-649c-4f89-bf24-90bf374277b5","Hades 2","228525","https://images.igdb.com/igdb/image/upload/t_1080p/coaknx.jpg","Lucas"
"e905f4cb-bcc2-43a0-858b-16432e99e697","Hell Clock","324256","https://images.igdb.com/igdb/image/upload/t_cover_big/co946e.jpg","Matheus"
"d487ffaa-7e89-4174-b222-48f1aadd5d12","Hero Siege","11708","https://images.igdb.com/igdb/image/upload/t_1080p/co3jtb.jpg","Yan"
"a1e00d43-122b-4705-9b78-45b6de118fda","HiFi Rush","233585","https://images.igdb.com/igdb/image/upload/t_1080p/co6219.jpg","Matheus"
"110ba80c-ce83-4ee5-a917-eeb3ae270b32","Hitman 2","103210","https://images.igdb.com/igdb/image/upload/t_1080p/co2qcq.jpg","Lucas"
"57c52158-1792-465a-be6e-5471ae2783d9","Hogwarts Legacy","136625","https://images.igdb.com/igdb/image/upload/t_1080p/coaav6.jpg","Matheus"
"9073d3bf-e440-4c5e-b50a-3c79c83d09b7","Hollow Knight","14593","https://images.igdb.com/igdb/image/upload/t_1080p/cobfzp.jpg","Matheus"
"33ee8d79-7d27-435f-837a-6a569abee848","Ico","7170","https://images.igdb.com/igdb/image/upload/t_1080p/co3r78.jpg","Lucas"
"0821fe01-6774-4f13-ae4a-5261b821a9b9","Illusion of Gaia","3016","https://images.igdb.com/igdb/image/upload/t_1080p/co8kyi.jpg","Yan"
"49baf3bf-1319-470c-923d-c127889d3749","Jackie Chan Adventures","8154","https://images.igdb.com/igdb/image/upload/t_1080p/co9e0t.jpg","Lucas", nome errado
"cd45c88e-4e1a-4598-9280-71498b8c9712","Jusant","252836","https://images.igdb.com/igdb/image/upload/t_1080p/coa2kv.jpg","Matheus"
"58d6dd66-70ea-4b1c-a203-ca5f3c89288f","Kingdom Come Deliverance","4843","https://images.igdb.com/igdb/image/upload/t_1080p/co8qmv.jpg","Matheus", imagem errada
"f19b3c47-6416-44f2-8874-686d27e261d4","Kingdom Hearts","1219","https://images.igdb.com/igdb/image/upload/t_1080p/co30zf.jpg","Lucas", nome errado
"be69b8e7-0ef8-406f-8e66-4e9c8df56677","Last Epoch","95118","https://images.igdb.com/igdb/image/upload/t_cover_big/co7p46.jpg","Matheus"
"1b346941-d0bc-42d3-af13-93f7fd151d77","Legacy of Kain: Soul Reaver Remastered","324083","https://images.igdb.com/igdb/image/upload/t_1080p/co8urj.jpg","Lucas", nome e imagem errada
"bf3d5bdc-ab8f-4f59-ba34-915b84aec58b","Legacy of Kain Soul Reaver","4122","https://images.igdb.com/igdb/image/upload/t_1080p/co1yal.jpg","Lucas"
"222340e5-d600-416d-a516-f01c19f7aed5","Limbo","1331","https://images.igdb.com/igdb/image/upload/t_1080p/co1qrs.jpg","Matheus"
"e48053e1-c4fc-409f-a899-1bdd442d6006","Little Nightmares","9174","https://images.igdb.com/igdb/image/upload/t_1080p/co1rdi.jpg","Lucas"
"1d47b63d-dd78-4388-83f2-8a46a9ad5670","Mad Max","2552","https://images.igdb.com/igdb/image/upload/t_1080p/co1uuh.jpg","Lucas"
"3105b34a-7530-483f-8b36-4fc63b87eb88","Marvel: Ultimate Alliance","4999","https://images.igdb.com/igdb/image/upload/t_cover_big/co2idz.jpg","Matheus"
"77f9b131-492f-4a09-86a4-561d6c06d6f9","Metal Gear Solid","375","https://images.igdb.com/igdb/image/upload/t_1080p/co6jaw.jpg","Matheus", imagem errada
"a0202020-a08d-483b-bd15-4f0a790d4464","Midnight Club: Street Racing","6509","https://images.igdb.com/igdb/image/upload/t_1080p/co2k1y.jpg","Matheus"
"a9a87d54-5d02-4bc1-8442-a8273d6d810d","Moonlighter","27771","https://images.igdb.com/igdb/image/upload/t_1080p/co1vck.jpg","Matheus"
"874a4343-0c0d-4288-9023-63a50329a68d","NFS Underground 1","96","https://images.igdb.com/igdb/image/upload/t_1080p/co209g.jpg","Lucas", nome errado
"4f8b481b-0f09-4c7e-bec1-4f710bcdbdec","Need For Speed Underground 1","96","https://images.igdb.com/igdb/image/upload/t_1080p/co209g.jpg","Lucas", jogo duplicado
"a3f68b0a-99d8-466c-8a34-7bd9d13677ce","No Rest for the Wicked","279627","https://images.igdb.com/igdb/image/upload/t_1080p/co7h9r.jpg","Lucas"
"3ae0ded5-b2eb-488a-a016-ab04d89c5c54","Pepsi Man","79500","https://images.igdb.com/igdb/image/upload/t_1080p/co31ar.jpg","Lucas"
"e4773fed-bcef-4d06-9cdf-d9043eedbf5b","Planet of Lana","152071","https://images.igdb.com/igdb/image/upload/t_cover_big/co3910.jpg","Matheus"
"a8facab2-69c6-47b3-891e-cac7c0b35e6b","Pluto","343101","https://images.igdb.com/igdb/image/upload/t_cover_big/coakgp.jpg","Matheus"
"dc5e73da-0df0-43de-9164-74bf787ef976","Portal","71","https://images.igdb.com/igdb/image/upload/t_1080p/coaanx.jpg","Matheus"
"072ac109-f9cd-4ca5-a859-3de699dec1be","Prince Of Persia","2472","https://images.igdb.com/igdb/image/upload/t_1080p/co3gts.jpg","Lucas", imagem errada
"7d1fd50a-af17-4042-ad79-1d247350f335","Prince of Persia: The Sands of Time","836","https://images.igdb.com/igdb/image/upload/t_1080p/co4t8l.jpg","Lucas"
"0f2a378f-a686-4741-a42b-d93439f2de9a","Prince of Persia: The Sands of Time","836","https://images.igdb.com/igdb/image/upload/t_1080p/co4t8l.jpg","Lucas", jogo duplicado
"31bfcd17-1b05-44c2-b8d9-713a142b528f","Ratchet & Clank","1289","https://images.igdb.com/igdb/image/upload/t_cover_big/co1oym.jpg","Lucas"
"25247b1e-60ad-4029-8932-24e9c9620086","Shadow Gambit: The Cursed Crew","233307","https://images.igdb.com/igdb/image/upload/t_1080p/co67is.jpg","Matheus"
"375edac9-4dba-45cf-8102-a1fe76adbbfd","Shadow Hearts","4170","https://images.igdb.com/igdb/image/upload/t_1080p/co7nmo.jpg","Lucas"
"b7009cb6-63e5-4363-bc18-bee0374a2138","Shadow of The Colossus","2207","https://images.igdb.com/igdb/image/upload/t_1080p/co1ozz.jpg","Lucas"
"cb0e10e4-c71b-4dd8-bad6-831a92b73fdc","Shadow of The Tomb Raider","37777","https://images.igdb.com/igdb/image/upload/t_1080p/co1vcn.jpg","Lucas"
"56cd5b02-6b34-4ec5-aa61-b3662829f651","Shadow of the Colossus","2207","https://images.igdb.com/igdb/image/upload/t_1080p/co1ozz.jpg","Matheus", jogo duplicado
"d76b2feb-de6c-4050-8d20-43af398cbadd","Shadow of the Colossus (2005)","2207","https://images.igdb.com/igdb/image/upload/t_1080p/co1ozz.jpg","Matheus", jogo duplicado
"b4b75b0a-bb2e-4378-ad3b-4fb51cdf1b9c","Shadow of the Tomb Raider","37777","https://images.igdb.com/igdb/image/upload/t_1080p/co1vcn.jpg","Lucas", jogo duplicado
"00e081cb-2899-4e07-a36f-7076e3298022","Sifu","144022","https://images.igdb.com/igdb/image/upload/t_1080p/co4h5s.jpg","Matheus"
"540b420f-52f1-461d-b436-c36fb46cdc20","Simpsons Hit and Run","2844","https://images.igdb.com/igdb/image/upload/t_1080p/co2uk7.jpg","Lucas", nome errado
"d5775408-de71-4b2a-9ac1-c8393adb9ddb","Slay the Spire","40477","https://images.igdb.com/igdb/image/upload/t_1080p/co82c5.jpg","Matheus"
"1d243ddc-ba89-4d95-8519-c74249500aa3","Steamworld Dig 2","27433","https://images.igdb.com/igdb/image/upload/t_1080p/co5byf.jpg","Matheus"
"2be11b2d-fe9c-4ca6-959a-02af05f1e82b","Streets of Rage 4","107262","https://images.igdb.com/igdb/image/upload/t_1080p/co2dru.jpg","Matheus"
"48a832fd-c757-4c92-8c19-fb49da8e8651","Super Bomberman 4","80539","https://images.igdb.com/igdb/image/upload/t_cover_big/co2rh0.jpg","Lucas", jogo duplicado
"376c2a81-f50b-4500-b56a-8e5272252979","Super Mario Bros. (1985)","358","https://images.igdb.com/igdb/image/upload/t_1080p/co23bj.jpg","Matheus", imagem errada
"05aaf245-b47f-4264-a106-56f7e94303bc","Super Metroid","1103","https://images.igdb.com/igdb/image/upload/t_1080p/co5osy.jpg","Lucas"
"775f38ab-95e6-4a08-b72b-d80a1efc7faa","The Elder Scrolls V: Skyrim","472","https://images.igdb.com/igdb/image/upload/t_1080p/co1tnw.jpg","Matheus"
"1cf162de-eeab-4189-a3ed-801e4d5255fd","The Incredible Adventures of Van Helsing Final Cut","26129","https://images.igdb.com/igdb/image/upload/t_1080p/co2h0s.jpg","Matheus"
"8f775c6c-8da0-4b5f-9ea4-aff7093e3dcd","The Legend of Zelda","1022","https://images.igdb.com/igdb/image/upload/t_1080p/co6ovg.jpg","Matheus", nome errado
"3b9c1beb-3eb8-425c-ad95-23a7863eaea1","The Legend of Zelda: A Link to the Past","1026","https://images.igdb.com/igdb/image/upload/t_1080p/co3nsh.jpg","Matheus"
"69d1559c-91f9-470c-9185-644df8dbce02","The Legend of Zelda: Link's Awakening (1993)","1028","https://images.igdb.com/igdb/image/upload/t_1080p/co7j1h.jpg","Matheus"
"295aa096-7deb-473a-b696-efbc5f152374","The Mask","42730","https://images.igdb.com/igdb/image/upload/t_1080p/co31ff.jpg","Lucas", imagem errada
"188ee446-78f5-4130-9be2-ac5a7a7a3fc9","The Outer Worlds","113114","https://images.igdb.com/igdb/image/upload/t_1080p/co2eew.jpg","Matheus"
"b0837439-1d01-4a5a-9de5-e2ee613ae6f7","The Outer Worlds: Spacer's Choice Edition","239999","https://images.igdb.com/igdb/image/upload/t_1080p/co2eew.jpg","Matheus"
"731838da-4072-4fce-854d-5f2a6fed3728","The Rogue Prince of Persia","296843","https://images.igdb.com/igdb/image/upload/t_cover_big/coab8v.jpg","Lucas"
"e38e0d1a-e4b2-4d0d-8ad0-8c53faa64a02","The Witcher 3: Wild Hunt","1942","https://images.igdb.com/igdb/image/upload/t_1080p/coaarl.jpg","Lucas"
"ce185e4f-343c-44ad-8584-e78ced6b8ab5","The Witcher 3: Wild Hunt","1942","https://images.igdb.com/igdb/image/upload/t_1080p/coaarl.jpg","Matheus", jogo duplicado
"9edd83f5-4d19-4e70-9b47-506eb5a5814c","Titan Quest","8311","https://images.igdb.com/igdb/image/upload/t_1080p/co6x9v.jpg","Matheus", imagem errada
"d359b68b-01b4-45bc-a761-fdedcabc8d3a","Titan Quest II","261146","https://images.igdb.com/igdb/image/upload/t_cover_big/co6x9v.jpg","Lucas"
"cfceace9-3ed0-48f6-a593-41e6130bdeb6","Titan Souls","9559","https://images.igdb.com/igdb/image/upload/t_1080p/co2xo0.jpg","Yan"
"b590e133-5e4e-49c0-a6c8-6029da01e7ce","Titanfall 2","17447","https://images.igdb.com/igdb/image/upload/t_cover_big/fhbeilnghyhhmjqhinqa.jpg","Matheus"
"092ef60f-8617-4df2-a843-8c2b3b1e9e3f","Tomb Raider","912","https://images.igdb.com/igdb/image/upload/t_1080p/co3lq1.jpg","Matheus", nome errado
"62c7224e-9a59-4ed4-a731-4e3111fc9140","Tomb Raider Underworld","1163","https://images.igdb.com/igdb/image/upload/t_1080p/co1voc.jpg","Lucas"
"d1774a06-308c-4b50-8fb0-9996cebea053","Tomb Raider: Curse of the Sword","49993","https://images.igdb.com/igdb/image/upload/t_cover_big/co21sp.jpg","Matheus"
"f1a394ef-018e-4f9c-9582-d8fc2741aab7","Tomb Raider: Legend","1161","https://images.igdb.com/igdb/image/upload/t_cover_big/co1nnv.jpg","Matheus"
"ec913e36-956a-4d21-8fde-cd8ec35e35ea","Torchlight II","1337","https://images.igdb.com/igdb/image/upload/t_1080p/co25z8.jpg","Matheus"
"4386e922-ff5b-4e9b-afd8-f4c332961839","X-Men Origins: Wolverine","573","https://images.igdb.com/igdb/image/upload/t_1080p/co2426.jpg","Lucas"
"906186e8-5e16-4faf-b2fb-bff3ca1f43f2","Yakuza Like a Dragon","36550","https://images.igdb.com/igdb/image/upload/t_1080p/co2em9.jpg","Matheus"
"0646524c-5d25-4ab5-a0ba-b690fdfe8de7","Yakuza: Like a Dragon","36550","https://images.igdb.com/igdb/image/upload/t_cover_big/co2em9.jpg","Matheus"
