id,igdb_id,csv_title,igdb_title,title_match,csv_cover_url,igdb_cover_url,cover_match,nominator,comment,audit_status
cd45c88e-4e1a-4598-9280-71498b8c9712,252836,Jusant,Jusant,Match,https://images.igdb.com/igdb/image/upload/t_1080p/coa2kv.jpg,https://images.igdb.com/igdb/image/upload/t_cover_big/coa2kv.jpg,Match,Matheus,,OK
58d6dd66-70ea-4b1c-a203-ca5f3c89288f,4843,Kingdom Come Deliverance,Kingdom Come: Deliverance,Punctuation Mismatch,https://images.igdb.com/igdb/image/upload/t_1080p/co8qmv.jpg,https://images.igdb.com/igdb/image/upload/t_cover_big/co4aqi.jpg,Mismatch,Matheus,imagem errada,COVER_MISMATCH
f19b3c47-6416-44f2-8874-686d27e261d4,1219,Kingdom Hearts,Kingdom Hearts,Match,https://images.igdb.com/igdb/image/upload/t_1080p/co30zf.jpg,https://images.igdb.com/igdb/image/upload/t_cover_big/co30zf.jpg,Match,Lucas,nome errado,OK
be69b8e7-0ef8-406f-8e66-4e9c8df56677,95118,Last Epoch,Last Epoch,Match,https://images.igdb.com/igdb/image/upload/t_cover_big/co7p46.jpg,https://images.igdb.com/igdb/image/upload/t_cover_big/co7p46.jpg,Match,Matheus,,OK
1b346941-d0bc-42d3-af13-93f7fd151d77,324083,Legacy of Kain: Soul Reaver Remastered,Legacy of Kain: Soul Reaver Remastered,Match,https://images.igdb.com/igdb/image/upload/t_1080p/co8urj.jpg,https://images.igdb.com/igdb/image/upload/t_cover_big/co9g4c.jpg,Mismatch,Lucas,nome e imagem errada,COVER_MISMATCH
bf3d5bdc-ab8f-4f59-ba34-915b84aec58b,4122,Legacy of Kain Soul Reaver,Legacy of Kain: Soul Reaver,Punctuation Mismatch,https://images.igdb.com/igdb/image/upload/t_1080p/co1yal.jpg,https://images.igdb.com/igdb/image/upload/t_cover_big/co1yal.jpg,Match,Lucas,,MINOR_TITLE_DEVIATION (PUNCTUATION_MISMATCH)
222340e5-d600-416d-a516-f01c19f7aed5,1331,Limbo,Limbo,Match,https://images.igdb.com/igdb/image/upload/t_1080p/co1qrs.jpg,https://images.igdb.com/igdb/image/upload/t_cover_big/co1qrs.jpg,Match,Matheus,,OK
e48053e1-c4fc-409f-a899-1bdd442d6006,9174,Little Nightmares,Little Nightmares,Match,https://images.igdb.com/igdb/image/upload/t_1080p/co1rdi.jpg,https://images.igdb.com/igdb/image/upload/t_cover_big/co1rdi.jpg,Match,Lucas,,OK
1d47b63d-dd78-4388-83f2-8a46a9ad5670,2552,Mad Max,Mad Max,Match,https://images.igdb.com/igdb/image/upload/t_1080p/co1uuh.jpg,https://images.igdb.com/igdb/image/upload/t_cover_big/co1uuh.jpg,Match,Lucas,,OK
3105b34a-7530-483f-8b36-4fc63b87eb88,4999,Marvel: Ultimate Alliance,Marvel: Ultimate Alliance,Match,https://images.igdb.com/igdb/image/upload/t_cover_big/co2idz.jpg,https://images.igdb.com/igdb/image/upload/t_cover_big/co2idz.jpg,Match,Matheus,,OK
77f9b131-492f-4a09-86a4-561d6c06d6f9,375,Metal Gear Solid,Metal Gear Solid,Match,https://images.igdb.com/igdb/image/upload/t_1080p/co6jaw.jpg,https://images.igdb.com/igdb/image/upload/t_cover_big/cobpak.jpg,Mismatch,Matheus,imagem errada,COVER_MISMATCH
a0202020-a08d-483b-bd15-4f0a790d4464,6509,Midnight Club: Street Racing,Midnight Club: Street Racing,Match,https://images.igdb.com/igdb/image/upload/t_1080p/co2k1y.jpg,https://images.igdb.com/igdb/image/upload/t_cover_big/co2k1y.jpg,Match,Matheus,,OK
